ID	W100	W105	W111	W117	W154	W183	W189	W193	W196	W234	W53	W64	W79	W85	W89	W91
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces griseorubiginosus	775	877	267	128	77	154	121	84	70	202	92	584	604	2497	329	841
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces griseus	384	509	174	56	85	76	49	22	37	70	54	390	180	387	165	215
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces hygroscopicus	1043	1068	400	160	134	212	138	106	133	232	129	795	458	1336	593	757
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces katrae	730	692	343	112	77	99	95	60	80	118	90	527	302	774	336	451
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces koyangensis	208	277	100	65	34	49	37	20	35	61	23	249	106	284	100	168
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces lavendulae	793	673	262	136	107	151	128	92	90	208	104	598	326	730	273	406
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces leeuwenhoekii	287	303	135	50	37	60	47	40	36	51	40	222	151	358	148	182
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces lincolnensis	1089	1468	391	141	132	163	137	62	88	177	84	758	1279	1603	428	699
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces lividans	45	30	36	150	6	36	9	11	11	20	6	27	33	58	23	33
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces lunaelactis	1568	1131	523	177	92	200	125	97	115	274	118	1248	463	1095	729	583
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces lydicus	1446	1038	568	220	165	271	147	115	148	270	148	939	481	1382	646	747
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces malaysiensis	95	93	50	27	16	29	25	13	17	22	5	71	57	66	96	62
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces nigra	792	886	304	137	75	149	119	78	94	158	66	589	356	1165	281	518
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces niveus	1913	1724	706	279	186	354	210	138	157	347	183	1563	783	1801	708	1032
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces nodosus	719	759	303	155	106	166	100	71	95	142	71	622	328	920	446	516
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces noursei	400	268	184	47	48	77	55	28	42	70	41	235	115	285	289	227
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces olivoreticuli	706	791	329	147	85	143	91	56	80	147	70	662	327	782	458	478
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces pactum	1033	1440	443	211	133	219	128	99	145	189	152	889	532	1371	405	743
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces parvulus	780	666	239	102	73	153	84	58	73	164	89	475	275	790	244	472
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces peucetius	673	795	264	125	93	151	100	67	79	108	112	681	311	743	317	387
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces pluripotens	885	646	326	117	88	121	110	80	73	183	67	552	318	735	309	353
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces pratensis	44	147	22	12	14	13	12	13	7	22	6	91	39	89	26	54
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces pristinaespiralis	1161	771	350	178	200	209	174	108	127	174	110	760	395	884	303	475
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces puniciscabiei	786	584	234	95	70	159	79	54	71	142	71	440	258	826	383	454
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces qaidamensis	891	9982	304	116	139	139	86	53	89	128	95	574	822	990	225	438
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces reticuli	665	672	281	118	88	142	115	79	79	119	74	428	300	808	249	461
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces roseochromogenus	791	605	227	124	85	137	103	71	67	135	85	469	279	761	590	553
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces rubrolavendulae	968	900	394	136	130	178	1002	105	93	159	133	796	381	949	314	520
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces sampsonii	64	48	15	13	3	17	7	6	10	14	3	33	22	57	10	19
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces scabiei	949	9366	528	176	103	170	161	92	112	163	115	828	1204	1257	438	659
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces sp. 11-1-2	138	132	35	21	14	27	18	14	17	50	9	94	62	122	64	73
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces sp. 2114.2	64	28	19	7	7	11	11	4	4	26	6	22	14	46	23	29
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces sp. 2323.1	599	829	244	114	78	133	82	66	76	125	89	477	292	666	311	324
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces sp. 3211	354	206	69	36	53	35	39	23	24	60	27	216	110	214	125	104
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces sp. 3214.6	939	1058	297	156	84	161	106	78	92	185	84	592	613	1953	423	682
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces sp. 4F	643	593	189	89	75	121	1494	51	50	83	64	375	193	609	189	297
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces sp. 769	434	263	135	62	52	64	46	34	38	89	33	244	121	286	167	191
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces sp. CB09001	368	432	169	73	39	81	51	28	53	55	54	250	155	415	158	208
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces sp. CC0208	12	24	5	7	5	5	4	2	3	4	10	7	20	301	4	50
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces sp. CCM_MD2014	528	506	133	68	60	88	64	46	50	80	53	358	192	527	183	300
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces sp. CFMR 7	139	106	56	22	27	23	19	21	8	20	13	80	63	121	53	42
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces sp. CLI2509	80	90	24	18	10	15	12	8	10	24	24	84	38	80	29	36
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces sp. CMB-StM0423	810	628	227	102	82	118	83	43	90	120	96	496	277	647	342	343
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces sp. CNQ-509	959	642	330	118	86	130	97	70	75	153	113	521	266	622	371	445
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces sp. CdTB01	1238	1262	485	188	165	260	159	96	162	315	135	899	641	3444	660	1509
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces sp. ETH9427	394	507	151	78	47	86	105	56	57	84	56	327	171	510	181	242
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces sp. FR-008	77	33	10	20	6	7	12	6	6	11	11	32	16	39	18	24
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces sp. GBA 94-10	35	31	11	6	5	8	9	2	7	8	2	30	6	26	16	11
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces sp. GSSD-12	795	793	345	139	115	151	107	66	94	211	82	669	362	835	453	495
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces sp. Go-475	762	2559	227	77	77	109	63	54	59	116	59	464	335	778	265	398
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces sp. HNM0039	659	643	346	140	86	198	80	74	76	116	103	539	272	552	252	330
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces sp. ICC1	8	2	6	2	2	4	4	3	3	17	0.0	6	4	3	2	8
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces sp. ICC4	38	15	11	11	9	28	13	21	14	25	9	10	6	13	12	13
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces sp. M56	123	108	55	10	13	21	27	15	16	34	7	87	50	109	104	79
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces sp. MOE7	134	138	96	39	23	54	50	27	24	41	23	103	81	191	105	100
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces sp. Mg1	747	861	279	111	120	185	96	72	102	166	103	631	335	736	488	495
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces sp. NEAU-S7GS2	593	786	258	108	117	166	99	69	73	155	73	502	260	2231	366	352
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces sp. P3	1296	1192	428	172	113	187	134	86	110	194	78	708	494	1879	413	605
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces sp. PAMC 26508	197	190	40	19	18	22	29	6	10	30	8	95	56	124	44	49
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces sp. PVA 94-07	35	20	6	3	1	3	5	1	2	6	3	17	20	17	16	18
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces sp. RTd22	1270	1011	451	195	110	179	162	119	146	242	104	796	527	1531	542	692
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces sp. S8	342	256	112	39	29	34	49	27	30	32	16	156	81	212	75	97
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces sp. SAT1	808	690	272	148	87	171	97	65	110	127	74	531	315	805	344	456
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces sp. SCSIO 03032	1545	1220	686	203	180	221	183	140	177	243	170	1083	525	1275	597	718
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces sp. SM17	92	35	5	6	5	6	12	2	8	11	4	23	13	35	7	7
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces sp. SM18	738	883	304	125	100	144	88	36	73	126	78	542	297	682	275	337
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces sp. Sge12	173	161	117	44	37	40	28	15	32	46	35	165	66	165	72	85
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces sp. SirexAA-E	610	807	229	109	68	111	98	69	66	100	65	553	236	624	222	355
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces sp. TLI_053	1430	1240	574	251	192	284	177	123	135	293	167	1063	528	1354	674	851
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces sp. TN58	731	522	294	106	68	124	66	41	69	91	99	433	248	494	185	294
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces sp. Tu6071	99	69	87	16	22	23	19	14	14	33	25	77	32	73	28	50
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces sp. Tue 6075	318	599	72	44	41	60	44	31	36	55	20	262	113	249	80	138
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces sp. WAC00288	718	765	333	112	89	143	111	65	89	138	93	553	282	699	234	323
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces sp. ZFG47	1043	1028	440	157	136	197	136	91	80	199	116	732	488	1150	533	598
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces sp. fd1-xmd	677	536	272	103	111	182	81	66	89	105	93	501	256	524	261	332
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces spongiicola	788	663	275	94	120	190	104	82	94	131	81	567	254	559	350	329
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces sviceus	24	3	14	9	19	39	19	29	16	28	2	8	9	14	13	11
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces venezuelae	1909	1498	706	281	231	320	257	137	216	325	179	1220	799	1781	447	799
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces vietnamensis	1162	651	408	160	112	205	149	79	102	143	96	626	368	942	295	467
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces violaceoruber	453	519	232	73	69	95	75	41	74	106	68	625	193	440	207	248
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces violaceusniger	663	440	189	71	63	91	65	47	61	97	41	290	188	537	361	273
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces xiamenensis	1140	1026	508	177	109	199	121	88	105	193	115	805	377	882	488	529
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces xinghaiensis	5522	1184	499	218	139	330	155	87	103	190	169	872	455	1038	429	558
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptosporangiales	24708	17641	8430	3152	2009	3391	2331	1673	2235	4494	2324	15605	7719	19432	18255	13045
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptosporangiales|f__Nocardiopsaceae	6894	4471	2267	939	665	953	692	534	694	1088	657	4199	1762	4128	3910	2734
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptosporangiales|f__Nocardiopsaceae|g__Nocardiopsis	5653	3800	1896	765	558	789	577	436	568	909	545	3553	1481	3434	3038	2294
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptosporangiales|f__Nocardiopsaceae|g__Nocardiopsis|s__Nocardiopsis alba	1101	888	429	175	113	161	125	111	131	207	123	789	331	730	508	440
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptosporangiales|f__Nocardiopsaceae|g__Nocardiopsis|s__Nocardiopsis dassonvillei	2102	1445	606	257	214	325	222	149	212	299	200	1332	574	1309	1034	862
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptosporangiales|f__Nocardiopsaceae|g__Nocardiopsis|s__Nocardiopsis gilva	2138	1245	707	284	198	262	187	144	184	310	176	1211	469	1170	1154	814
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptosporangiales|f__Nocardiopsaceae|g__Thermobifida	1159	620	336	158	98	159	110	91	112	168	104	604	261	635	702	389
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptosporangiales|f__Nocardiopsaceae|g__Thermobifida|s__Thermobifida fusca	1159	620	336	158	98	159	110	91	112	168	104	604	261	635	702	389
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptosporangiales|f__Streptosporangiaceae	10939	8906	3861	1367	838	1489	980	697	908	2138	1005	7402	4016	10343	7126	6312
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptosporangiales|f__Streptosporangiaceae|g__Nonomuraea	4757	3031	1701	573	405	702	436	297	408	799	419	2764	1490	3798	2925	2626
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptosporangiales|f__Streptosporangiaceae|g__Nonomuraea|s__Nonomuraea sp. ATCC 55076	4757	3031	1701	573	405	702	436	297	408	799	419	2764	1490	3798	2925	2626
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptosporangiales|f__Streptosporangiaceae|g__Streptosporangium	5811	5682	2075	757	413	754	515	382	468	1291	560	4468	2428	6292	3972	3544
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptosporangiales|f__Streptosporangiaceae|g__Streptosporangium|s__Streptosporangium roseum	2556	2456	1017	351	207	327	261	197	237	494	279	1972	1163	2875	1633	1574
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptosporangiales|f__Streptosporangiaceae|g__Streptosporangium|s__Streptosporangium sp. 'caverna'	2812	2674	836	319	178	349	211	153	195	709	224	2108	1077	2866	1864	1646
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptosporangiales|f__Thermomonosporaceae	6245	3810	2038	767	463	856	616	391	563	1106	589	3590	1746	4391	5914	3475
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptosporangiales|f__Thermomonosporaceae|g__Actinomadura	3169	1995	1038	426	238	453	301	204	265	564	266	1904	936	2404	3152	1945
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptosporangiales|f__Thermomonosporaceae|g__Actinomadura|s__Actinomadura amylolytica	3169	1995	1038	426	238	453	301	204	265	564	266	1904	936	2404	3152	1945
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptosporangiales|f__Thermomonosporaceae|g__Thermomonospora	2486	1488	832	277	187	344	263	154	237	437	252	1344	651	1608	1993	1199
d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptosporangiales|f__Thermomonosporaceae|g__Thermomonospora|s__Thermomonospora curvata	2486	1488	832	277	187	344	263	154	237	437	252	1344	651	1608	1993	1199
d__Bacteria|p__Actinobacteria|c__Actinobacteria|s__Actinobacteria bacterium IMCC26256	1187	392	446	166	67	205	110	110	154	118	71	596	237	317	182	305
d__Bacteria|p__Actinobacteria|c__Coriobacteriia	5797	3929	2613	1975	1799	2686	1998	1414	1642	1481	2205	4320	2285	3919	1317	2351
d__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales	2844	1973	1346	930	852	1295	973	669	803	762	1050	2224	1133	1996	639	1142
d__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae	2020	1441	1017	699	639	970	668	419	580	560	769	1533	845	1499	464	870
d__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Atopobium	64	26	7	22	5	17	15	4	19	4	25	25	5	14	6	12
d__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Atopobium|s__Atopobium parvulum	64	26	7	22	5	17	15	4	19	4	25	25	5	14	6	12
d__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Libanicoccus	293	249	185	99	95	166	94	69	79	119	83	268	114	256	75	139
