# Pathway	W100	W105	W111	W117	W154	W183	W189	W193	W196	W234	W53	W64	W79	W85	W89	W91
PWY-1042: glycolysis IV (plant cytosol)|g__Streptomyces.s__Streptomyces_chartreusis	0	9.8339400166	0	0	0	0	0	0	0	0	0	0	1.7002519731	14.4844062583	0	0
PWY-1042: glycolysis IV (plant cytosol)|unclassified	9221.2492101281	4104.9464946318	3623.4952569953	3544.9126132308	4123.140307977	4778.9280269639	5056.1264428427	3791.0784227995	5082.0816066255	2904.1137714151	4676.2493526937	4758.333339079	2689.919443684	3804.2894270832	2608.8703645112	2977.5510302392
PWY-1121: suberin monomers biosynthesis	0	0	0	1.1855172661	0	0	0	0	0	0	0	0	0	0	0	0
PWY-1121: suberin monomers biosynthesis|unclassified	0	0	0	1.1855172661	0	0	0	0	0	0	0	0	0	0	0	0
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis I	2905.8534907994	1322.4646106253	1568.9202447464	1696.0310825605	1856.8380600613	2301.215744812	2723.5689293025	2097.1669653119	2266.0774666666	1506.4746978062	1304.9545586875	1869.3194869134	1260.9527349063	1494.1627134871	1161.1624788695	1512.458497774
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis I|g__Acinetobacter.s__Acinetobacter_tandoii	0	0	0	0	0	7.0323349519	0	0	0	0	0	0	0	0	0	0
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis I|g__Mesorhizobium.s__Mesorhizobium_loti	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8419127913	0	0
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis I|g__Psychrobacter.s__Psychrobacter_arcticus	0	0	0	0	0	0	0	0	0	0	2.0055755443	0	0	0	0	0
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis I|g__Thiocapsa.s__Thiocapsa_marina	0	0	0	0	0	0	0	0	0	0	1.2995451592	0	0	0	0	0
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis I|unclassified	2866.2929445195	1320.715041836	1568.9202447464	1689.9845367199	1855.1863860363	2289.1243563066	2710.1413510747	2094.6802319932	2257.801793994	1496.3933531315	1282.6388784564	1863.0466109337	1258.5712862618	1475.2695604045	1152.9369402504	1496.8119474176
PWY-1361: benzoyl-CoA degradation I (aerobic)	103.7888537798	83.1011700431	121.9659999704	77.1700836395	34.6556090823	101.5308391541	84.4771485895	61.3667721846	41.7897768991	151.3954288127	23.572999998	161.2433073143	116.3363169617	159.0509959354	99.4705434986	150.9485335021
PWY-1361: benzoyl-CoA degradation I (aerobic)|unclassified	103.7887144317	83.0675937053	121.9651680155	77.1700836395	34.6556090823	101.4831408044	84.4771485895	61.3667721846	41.7897768991	151.0530201699	23.5614017242	161.141529657	116.1690512234	158.834994003	99.3889533257	150.3990693366
PWY-1501: mandelate degradation I	69.1830175522	56.1389042934	57.4272980936	35.9752817967	16.0163780797	38.647891684	38.7833826373	21.5259078883	26.1945214091	62.1374207457	13.1462588382	65.4610092577	46.983625308	65.3564549127	37.7711922204	47.8939515579
PWY-1501: mandelate degradation I|unclassified	69.1830175522	56.1389042934	57.4272980936	35.9752817967	16.0163780797	38.647891684	38.7833826373	21.5259078883	26.1945214091	62.1374207457	13.1462588382	65.4610092577	46.983625308	65.3564549127	37.7711922204	47.8884606204
PWY-1541: superpathway of taurine degradation	266.3736552426	178.1669328649	124.7505204224	140.8948928315	153.6354413412	157.1099629519	205.6507649534	204.9883328338	170.4285014823	85.0321703567	70.296615888	189.5421631883	92.8723813667	120.0914589774	54.4304320614	120.4445228047
PWY-1541: superpathway of taurine degradation|unclassified	266.3283607032	178.056621451	124.7505204224	140.8948928315	153.6354413412	157.1099629519	205.6167844235	204.9883328338	170.4285014823	85.0162453578	70.2677812804	189.5182195335	92.8623133388	120.0668373294	54.4280910645	120.4270369031
PWY-1622: formaldehyde assimilation I (serine pathway)	176.8894510985	101.3838150121	120.1589514349	107.1828864412	139.1645192679	218.7396403287	192.0899661273	130.7012309545	234.9099083584	79.5784344274	161.9644680929	178.2436595785	100.7603834448	166.0617085142	105.2783193169	139.2372836493
PWY-1622: formaldehyde assimilation I (serine pathway)|unclassified	176.7924136481	101.3330007349	120.1589514349	107.1773893941	139.1581805632	218.7152282287	192.0708009482	130.6991689897	234.8828104386	79.5426055475	161.8378710595	174.3824340248	85.256587781	144.0490191875	105.246184532	99.5153909225
PWY-181: photorespiration	1430.4714600182	773.1258569234	759.9389477558	634.5598786861	669.832293351	932.4734591371	967.1695929956	676.0540394658	838.2700876191	719.7573556619	557.524123369	1018.2695365077	559.498109185	799.7177701845	569.167013838	711.1284938104
PWY-181: photorespiration|unclassified	1420.5121645429	768.7442086369	759.9389477558	634.3191148457	662.6392155564	931.9191865893	962.8809352256	673.4188209784	836.0974432471	718.8686009594	542.0745294887	1016.0378156192	558.787981993	797.6798287253	568.7893676361	709.2047342376
PWY-1861: formaldehyde assimilation II (RuMP Cycle)	656.5310031441	233.5209263594	204.0536559779	135.2419027758	129.7773026317	1014.1796058415	848.3238738089	337.3339200613	705.7989367208	171.7131042998	260.1275108753	261.5158457202	132.007796961	176.38497255	100.4165012618	161.3981666573
PWY-1861: formaldehyde assimilation II (RuMP Cycle)|unclassified	604.889459493	233.4676329339	204.0534099039	135.2029509577	129.7655298209	1013.8289373237	829.7053984675	337.2565686391	705.0641918788	171.6685030631	259.7780365713	261.4700793073	131.9884928076	176.3400715161	100.4086443377	161.3522784624
PWY-1882: superpathway of C1 compounds oxidation to CO2	126.5874665218	72.4306558987	64.8946158242	28.0579561959	25.8300321465	72.3211239113	71.5182382707	32.5717779798	35.2841405001	82.6911454774	12.0905864905	135.4138826627	63.4889904517	97.1855897625	78.6295377396	108.1606369829
PWY-1882: superpathway of C1 compounds oxidation to CO2|unclassified	116.5981170352	72.4295786004	64.8946158242	28.0579561959	25.828996353	72.3211239113	71.5175843029	32.5717583438	35.2841114873	82.6773916416	12.0905864905	135.3998415165	63.4594780959	97.1472463328	78.62665625	108.0716285905
PWY-2201: folate transformations I	31.9967296254	51.3489863989	27.1391608837	17.2691621519	54.9913608535	74.213845985	47.9875262358	54.3783885319	133.7675906783	32.8768583186	42.515254204	59.3362827247	41.170117014	38.9289280561	31.8035127636	19.9025459326
PWY-2201: folate transformations I|unclassified	31.9889701423	51.3405291394	27.1391471711	17.2683259808	54.9827279486	74.183478164	47.977751271	54.3711076968	133.6940242032	32.8727435158	42.4654996773	59.3245200292	41.1633632941	30.675929362	31.8024128732	19.899043124
PWY-2221: Entner-Doudoroff pathway III (semi-phosphorylative)	810.7298576475	439.8971450641	388.9272554208	292.0094038831	346.7903433697	336.5416186041	373.7670174455	277.1680497366	391.2908832385	349.437222183	345.2800212394	492.0366765657	278.2776333414	393.5364554903	173.7811851795	327.8668269909
PWY-2221: Entner-Doudoroff pathway III (semi-phosphorylative)|unclassified	809.9310435492	437.7695488879	388.9080355162	291.9090857418	346.7463924666	336.514854137	373.6749455363	277.1511699676	391.1977562493	348.9648512246	344.0777967362	491.0596663723	278.036948127	392.9467562362	173.5499946046	327.3985527819
PWY-241: C4 photosynthetic carbon assimilation cycle, NADP-ME type	4611.9976121759	2119.71439371	1832.0563611605	2019.9399091921	1973.397097622	2142.8265996176	2292.098699494	1700.0093536086	2018.4500255207	1691.8170167216	1512.4083474583	2606.4061624978	1456.5256888732	2070.9543465636	1332.4401761703	1895.7564083259
PWY-241: C4 photosynthetic carbon assimilation cycle, NADP-ME type|unclassified	4574.3559978138	2111.8416023364	1832.0563611605	2014.6614881306	1972.4739705824	2141.53902685	2288.5201172165	1699.7715696812	2018.4500255207	1684.436028496	1499.623076152	2600.1869746332	1454.1353606052	2060.1077487583	1330.1469176486	1889.8025678396
PWY-2504: superpathway of aromatic compound degradation via 3-oxoadipate	41.8946306239	52.5148873486	27.6812129175	0	11.7595246225	32.4096437287	29.5209953062	12.5083612717	0	52.0879890351	0	58.8520310775	49.5674055039	62.9213804888	0	59.5356551489
PWY-2504: superpathway of aromatic compound degradation via 3-oxoadipate|unclassified	41.7276962204	52.41700905	27.6812129175	0	11.7576027431	32.1911445381	29.5201583295	12.5083590414	0	52.0477537777	0	58.5113617921	49.5453628441	62.865190307	0	59.4883573846
PWY-2723: trehalose degradation V	25.3011650839	15.957009933	5.5848742974	2.3747295216	3.8351847966	3.5413652187	8.5015064164	4.1042728576	3.067357981	23.0253233478	96.5635956912	7.90425588	7.7947619594	17.3159928871	1.9841414055	6.3494700528
PWY-2723: trehalose degradation V|unclassified	25.3001412723	15.9564293851	5.5848742974	2.3747295216	3.8351728289	3.5413652187	8.5015064164	4.1042728576	3.067357981	23.0245385352	96.5615770058	7.9041905888	7.7945642208	17.3150478143	1.9841370224	6.3493667611
PWY-2941: L-lysine biosynthesis II	2517.8561693489	905.3497229865	640.4938210893	714.6071829224	801.330368925	986.5671687561	892.0182077601	809.9874328418	908.7766329344	536.1465179519	610.3968683769	1076.4843252107	608.8571723306	838.9159295242	423.8203397313	742.4964004563
PWY-2941: L-lysine biosynthesis II|g__Mesorhizobium.s__Mesorhizobium_loti	0	0	0	0	0	0	0	0	0	0	0	0	0	2.5321735316	0	6.4852719909
PWY-2941: L-lysine biosynthesis II|g__Peptostreptococcaceae_noname.s__Clostridium_bifermentans	0	0	0	0	5.037635176	0	0	0	0	0	0	0	0	0	0	0
PWY-2941: L-lysine biosynthesis II|unclassified	2491.5792100957	898.2688870922	640.4888797002	713.1501948256	800.5490186512	985.9842580388	890.8426900338	809.5467051735	907.3721149418	535.7472092276	608.1678409865	1075.3642058546	608.2722984394	834.5746080231	423.5872377968	726.8510543317
PWY-2942: L-lysine biosynthesis III	8804.1150573117	4130.3254133438	3450.1267790713	2996.0115186241	2892.4082819111	4417.392233878	4715.5742239856	3022.8522454423	4153.8162763426	2876.168591424	2580.8738913363	5181.0305774552	2799.7645625239	4108.4901233213	2400.4731518571	3434.9147810944
PWY-2942: L-lysine biosynthesis III|g__Bradyrhizobium.s__Bradyrhizobium_diazoefficiens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.7020682259
PWY-2942: L-lysine biosynthesis III|g__Bradyrhizobium.s__Bradyrhizobium_japonicum	0	0	0	0	0	0	0	0	0	0	0	0	0	4.297148577	0	11.2990508948
PWY-2942: L-lysine biosynthesis III|g__Cyanobium.s__Cyanobium_gracile	0	0	0	0	3.9545229857	0	0	0	0	0	0	0	0	0	0	0
PWY-2942: L-lysine biosynthesis III|g__Exiguobacterium.s__Exiguobacterium_pavilionensis	0	3.0622244474	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-2942: L-lysine biosynthesis III|g__Geodermatophilus.s__Geodermatophilus_obscurus	0	3.4338209145	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-2942: L-lysine biosynthesis III|g__Gillisia.s__Gillisia_limnaea	1.6660728772	0	0	10.4149929834	0	0	0	0	0	0	0	0	0	0	0	0
PWY-2942: L-lysine biosynthesis III|g__Mesorhizobium.s__Mesorhizobium_loti	0	0	0	0	0	0	0	0	0	1.6789882783	0	0	2.4081873213	6.2004322684	0	9.5337636511
PWY-2942: L-lysine biosynthesis III|g__Methanocorpusculum.s__Methanocorpusculum_labreanum	0	0	0	0	0	0	2.8365441437	0	0	0	0	0	0	0	0	0
PWY-2942: L-lysine biosynthesis III|g__Methanosarcina.s__Methanosarcina_acetivorans	0	0	0	0	0	0	3.0942056701	0	0	0	0	0	0	0	0	0
PWY-2942: L-lysine biosynthesis III|g__Methanosarcina.s__Methanosarcina_barkeri	4.3873890421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-2942: L-lysine biosynthesis III|g__Nostoc.s__Nostoc_punctiforme	0	2.19465358	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-2942: L-lysine biosynthesis III|g__Oscillatoria.s__Oscillatoria_acuminata	8.5542213036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-2942: L-lysine biosynthesis III|g__Oscillatoria.s__Oscillatoria_nigro_viridis	1.9746225687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-2942: L-lysine biosynthesis III|g__Peptostreptococcaceae_noname.s__Clostridium_bifermentans	0	0	0	0	4.920196935	0	0	0	0	0	0	0	0	0	0	0
PWY-2942: L-lysine biosynthesis III|g__Polaromonas.s__Polaromonas_naphthalenivorans	0	0	0	0	0	0	0	0	0	0	0	4.3518956178	0	0	0	0
PWY-2942: L-lysine biosynthesis III|g__Rhodopseudomonas.s__Rhodopseudomonas_palustris	0	0	0	0	0	0	0	0	0	0	0	2.1167427309	0	0	0	3.7412996866
PWY-2942: L-lysine biosynthesis III|g__Sulfurovum.s__Sulfurovum_sp_AR	0	0	0	0	0	0	14.7167621962	0	25.933417538	0	0	0	0	0	0	0
PWY-2942: L-lysine biosynthesis III|unclassified	8678.1102757308	4091.9117991573	3449.9356145488	2955.8964785583	2876.4087945593	4401.7838883028	4661.6810498342	3011.2839055387	4106.6583617233	2860.5224415272	2523.8824681729	5144.0228979942	2785.0281234046	4064.5577752081	2390.9749289315	3371.7778994874
PWY-3001: superpathway of L-isoleucine biosynthesis I	8664.7281454237	4593.2331271672	3927.7746207523	3449.3532277058	3527.0508111972	4989.4090733496	5035.104811523	3540.0215114409	4619.7541476092	3291.8008881359	3382.4821714913	5548.300678428	3070.9753567516	4491.2445018045	2749.2553238795	3770.7707890019
PWY-3001: superpathway of L-isoleucine biosynthesis I|g__Candidatus_Solibacter.s__Candidatus_Solibacter_usitatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.1288849779	0
PWY-3001: superpathway of L-isoleucine biosynthesis I|g__Mesorhizobium.s__Mesorhizobium_loti	0	0	0	0	0	0	0	0	0	2.9525030441	0	2.5870724864	2.755134804	5.7093162055	0	6.9978629347
PWY-3001: superpathway of L-isoleucine biosynthesis I|g__Methanocorpusculum.s__Methanocorpusculum_labreanum	0	0	0	0	0	0	2.5320201454	0	0	0	0	0	0	0	0	0
PWY-3001: superpathway of L-isoleucine biosynthesis I|g__Methanosarcina.s__Methanosarcina_barkeri	4.0165501034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-3001: superpathway of L-isoleucine biosynthesis I|g__Microcoleus.s__Microcoleus_vaginatus	2.6864910154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-3001: superpathway of L-isoleucine biosynthesis I|g__Nostoc.s__Nostoc_punctiforme	0	2.4055843628	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-3001: superpathway of L-isoleucine biosynthesis I|g__Polaromonas.s__Polaromonas_naphthalenivorans	0	0	0	0	0	0	0	0	0	0	0	16.358137147	0	0	0	0
PWY-3001: superpathway of L-isoleucine biosynthesis I|g__Pseudomonas.s__Pseudomonas_stutzeri	4.3473254197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-3001: superpathway of L-isoleucine biosynthesis I|g__Psychrobacter.s__Psychrobacter_arcticus	0	0	0	0	0	0	0	0	0	0	8.1877067407	0	0	0	0	0
PWY-3001: superpathway of L-isoleucine biosynthesis I|g__Psychrobacter.s__Psychrobacter_cryohalolentis	0	0	0	0	0	0	0	0	0	0	6.7367314938	0	0	0	0	0
PWY-3001: superpathway of L-isoleucine biosynthesis I|g__Rhizobium.s__Rhizobium_leguminosarum	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0173093645	0	0
PWY-3001: superpathway of L-isoleucine biosynthesis I|g__Rhodopseudomonas.s__Rhodopseudomonas_palustris	0	0	0	0	0	0	0	0	0	5.0540136865	0	3.2768681768	2.4244232967	3.2720924417	0	3.2360690997
PWY-3001: superpathway of L-isoleucine biosynthesis I|g__Sorangium.s__Sorangium_cellulosum	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5757015576	0	0
PWY-3001: superpathway of L-isoleucine biosynthesis I|g__Streptomyces.s__Streptomyces_chartreusis	0	6.9647587475	0	0	0	0	0	0	0	0	0	0	0	4.6280288564	0	0
PWY-3001: superpathway of L-isoleucine biosynthesis I|g__Sulfurovum.s__Sulfurovum_sp_AR	0	0	0	0	0	0	21.8484615128	6.5202945013	28.7700575173	0	0	0	0	0	0	0
PWY-3001: superpathway of L-isoleucine biosynthesis I|unclassified	8516.5791034181	4517.3649512567	3926.8479872581	3411.3892029571	3517.3122804054	4959.1877022261	4971.3461314066	3529.7665440783	4575.6813881714	3245.2881645719	3298.2767327592	5488.1075943138	3037.6026077069	4415.9913940024	2717.0863875857	3683.2732677388
PWY-3081: L-lysine biosynthesis V	39.4623925999	13.9616340117	17.3636426297	14.6129113895	18.3947712271	17.3797201019	18.6640724438	14.082371753	21.3328904461	6.0655798727	30.2626552112	15.5869265679	7.3035750002	9.4014664119	4.3356039041	6.3489750405
PWY-3081: L-lysine biosynthesis V|unclassified	39.4414098386	13.891014301	17.3636426297	14.6129113895	18.3947712271	17.3797201019	18.6607131634	14.082371753	21.3328904461	6.0655798727	30.2041235811	15.5869265679	7.3035750002	9.4014664119	4.3356039041	6.3489750405
PWY-321: cutin biosynthesis	0	0	0	0.7194352567	0	0	0	0	0	0	0	0	0	0	0	0
PWY-321: cutin biosynthesis|unclassified	0	0	0	0.7194352567	0	0	0	0	0	0	0	0	0	0	0	0
PWY-3481: superpathway of L-phenylalanine and L-tyrosine biosynthesis	28.6898414597	17.2087170006	12.2785300208	9.816094627	32.5365073112	16.5302323733	20.7201260833	14.7765543958	23.0682806967	11.2126415123	9.0281557993	16.7410302129	13.1372094294	4.6756997289	9.0439786948	1.7377928992
PWY-3481: superpathway of L-phenylalanine and L-tyrosine biosynthesis|unclassified	27.3685042738	17.2086677021	12.2785300208	9.816094627	32.5355360628	16.5302323733	20.7199637575	14.7765543958	23.0682806967	11.2126415123	9.0281557993	16.7409966145	13.1366431168	4.6756775424	9.0436238502	1.7377928992
PWY-3502: superpathway of NAD biosynthesis in eukaryotes	216.0317943599	90.5269045112	108.0143591121	158.2326286486	119.2360175565	165.8323532246	164.835903738	164.5155314473	125.0055748504	174.0073821488	72.7069890733	141.8209755881	116.9251719856	97.3967409238	105.4453766376	114.5273001725
PWY-3502: superpathway of NAD biosynthesis in eukaryotes|unclassified	215.9720434843	90.4930246217	108.0143591121	157.1830991775	119.2278154556	165.8269962815	164.7536181203	164.295951566	124.989186106	173.9861605781	72.6850535738	141.7932838983	116.8942898645	97.3662601578	105.4323689717	114.5073226083
PWY-361: phenylpropanoid biosynthesis	0.740219153	1.385473035	2.7774989732	1.373308317	0	0	0	0.681115343	0	0	0	0	0.5681407828	1.9711846561	0	0
PWY-361: phenylpropanoid biosynthesis|unclassified	0.7402164414	1.3854505167	2.7774989732	1.373308317	0	0	0	0.681115343	0	0	0	0	0.5681407828	1.9711846561	0	0
PWY-3661: glycine betaine degradation I	209.2682230886	93.3898617367	86.2770149301	108.4165091688	119.3988482065	74.906694452	98.2578546701	89.753479175	91.3388783809	71.750033954	36.5657695186	163.6091994117	72.07734449	95.7903061728	75.1589827547	76.8754702928
PWY-3661: glycine betaine degradation I|unclassified	209.2176284239	93.3064187884	86.2760620483	108.4108848601	119.3964298675	74.9038314392	98.2528398051	89.7525068161	91.3347812933	71.7474262903	36.5593130303	163.5969788367	72.070159268	95.7772489287	75.1512624224	76.8716445861
PWY-3781: aerobic respiration I (cytochrome c)	12970.7483627276	6662.129986087	6008.4774315677	5598.709137765	5787.0977482333	7069.0034908519	7137.0845304193	5549.3187615438	6582.9369027769	5564.7264414224	4807.6610054044	8253.2956602464	4646.1460595871	6758.453655569	4406.7064597681	5651.7180369284
PWY-3781: aerobic respiration I (cytochrome c)|g__Bradyrhizobium.s__Bradyrhizobium_diazoefficiens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.6039495351
PWY-3781: aerobic respiration I (cytochrome c)|g__Bradyrhizobium.s__Bradyrhizobium_japonicum	0	0	0	0	0	0	0	0	0	0	0	0	26.7940664712	63.3768307672	0	75.8077463141
PWY-3781: aerobic respiration I (cytochrome c)|g__Labrenzia.s__Labrenzia_aggregata	0	0	0	0	4.6203862718	0	0	0	0	0	0	0	0	0	0	0
PWY-3781: aerobic respiration I (cytochrome c)|g__Marinobacter.s__Marinobacter_adhaerens	0	0	0	0	3.0691889816	0	0	0	0	0	0	0	0	0	0	0
PWY-3781: aerobic respiration I (cytochrome c)|g__Mesorhizobium.s__Mesorhizobium_loti	0	0	0	0	0	0	0	0	0	0	0	8.2792708769	1.3290424188	6.9081275209	0	2.7729157293
PWY-3781: aerobic respiration I (cytochrome c)|g__Microcoleus.s__Microcoleus_vaginatus	2.9216252652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
